squaremeters,numberofrooms,hasyard,haspool,floors,citycode,citypartrange,numprevowners,made,isnewbuilt,hasstormprotector,basement,attic,garage,hasstorageroom,hasguestroom,price,hasyard_num,squaremeters_hasyard,squaremeters_numberofrooms,haspool_num,squaremeters_haspool,squaremeters_citycode,citypartrange_num,squaremeters_citypartrange,numprevowners_num,squaremeters_numprevowners,squaremeters_made,isnewbuilt_num,squaremeters_isnewbuilt,hasstormprotector_num,squaremeters_hasstormprotector,squaremeters_basement,squaremeters_attic,squaremeters_garage,hasstorageroom_num,squaremeters_hasstorageroom,hasguestroom_num,squaremeters_hasguestroom,squaremeters_squared,numberofrooms_squared,squaremeters_bin,numprevowners_bin,avg_price_citypart,avg_size_rooms,price_per_sqm,rooms_per_floor
7587,94,0,1,22,12872,9,10,2005,1,0,1493,2457,183,1,0,762915.5,0,0,713178,1,7587,97659864,8,60696,9,68283,15211935,1,7587,0,0,11327391,18641259,1388421,1,7587,0,0,57562569,8836,small,many,4954626.623069207,51362.767676767675,100.55562145775669,4.2727272727272725
10074,29,0,1,47,14297,4,4,1999,1,1,228,5644,935,1,6,1010442.9,0,0,292146,1,10074,144027978,3,30222,3,30222,20137926,1,10074,1,10074,2296872,56857656,9419190,1,10074,6,60444,101485476,841,small,moderate,4932944.709190809,50130.12359550562,100.30205479452054,0.6170212765957447
46509,19,0,0,44,5352,4,5,2002,0,1,5237,6170,374,1,8,4653392.2,0,0,883671,0,0,248916168,3,139527,4,186036,93111018,0,0,1,46509,243567633,286960530,17394366,1,46509,8,372072,2163087081,361,medium,moderate,4932944.709190809,52308.17307692308,100.05358532757101,0.4318181818181818
86796,99,1,1,51,25972,2,9,2008,1,0,2445,9209,543,1,4,8689099.8,1,86796,8592804,1,86796,2254265712,1,86796,8,694368,174286368,1,86796,0,0,212216220,799304364,47130228,1,86796,4,347184,7533545616,9801,xlarge,many,4931873.412525252,48754.298969072166,100.10944974422786,1.9411764705882353
82853,67,0,1,72,20823,3,6,2015,0,0,3396,5127,332,1,0,8289491.5,0,0,5551151,1,82853,1725248019,2,165706,5,414265,166948795,0,0,0,0,281368788,424787331,27507196,1,82853,0,0,6864619609,4489,xlarge,many,5026028.922322322,51010.74157303371,100.05058959844544,0.9305555555555556
10572,39,1,0,14,80876,3,5,2010,0,1,6109,5775,990,0,7,1060707.0,1,10572,412308,0,0,855021072,2,21144,4,42288,21249720,0,0,1,10572,64584348,61053300,10466280,0,0,7,74004,111767184,1521,small,moderate,5026028.922322322,45618.045454545456,100.3317253121453,2.7857142857142856
22212,87,1,1,74,94427,3,6,2002,0,0,9076,8573,860,0,1,2232476.2,1,22212,1932444,1,22212,2097412524,2,44424,5,111060,44468424,0,0,0,0,201596112,190423476,19102320,0,0,1,22212,493372944,7569,small,many,5026028.922322322,50266.5462962963,100.5076625247614,1.1756756756756757
17019,85,0,1,79,97904,5,5,2008,0,0,2770,5752,758,0,9,1711885.8,0,0,1446615,1,17019,1666228176,4,68076,4,68076,34174152,0,0,0,0,47142630,97893288,12900402,0,0,9,153171,289646361,7225,small,moderate,5059792.208050436,49544.12871287129,100.58674422704037,1.0759493670886076
16444,29,0,1,2,63250,6,1,1995,0,1,4631,1054,775,0,7,1649094.5,0,0,476876,1,16444,1040083000,5,82220,0,0,32805780,0,0,1,16444,76152164,17331976,12744100,0,0,7,115108,270405136,841,small,few,4990101.053989638,50130.12359550562,100.28548406713695,14.5
64504,39,0,0,19,52578,7,9,2010,0,0,5126,7453,126,0,2,6451578.0,0,0,2515656,0,0,3391491312,6,387024,8,516032,129653040,0,0,0,0,330647504,480748312,8127504,0,0,2,129008,4160766016,1521,large,many,5069664.609451219,45618.045454545456,100.01826243333747,2.0526315789473686
73527,57,1,1,5,16171,10,10,2021,0,1,5453,1421,722,0,1,7360331.1,1,73527,4191039,1,73527,1189005117,9,661743,9,661743,148598067,0,0,1,73527,400942731,104481867,53086494,0,0,1,73527,5406219729,3249,large,many,4978566.710358566,45919.9898989899,100.10378636419274,11.4
16780,54,1,0,56,90874,2,10,2012,0,1,3072,397,757,1,0,1681331.2,1,16780,906120,0,0,1524865720,1,16780,9,151020,33761360,0,0,1,16780,51548160,6661660,12702460,1,16780,0,0,281568400,2916,small,many,4931873.412525252,52975.15503875969,100.1985220500596,0.9642857142857143
47534,47,1,0,9,93881,5,5,1999,1,0,6946,8394,631,0,9,4756433.9,1,47534,2234098,0,0,4462539454,4,190136,4,190136,95020466,1,47534,0,0,330171164,399000396,29993954,0,0,9,427806,2259481156,2209,medium,moderate,5059792.208050436,50755.84745762712,100.06382589304499,5.222222222222222
30978,64,1,1,13,62590,1,7,2011,0,1,1042,4136,936,0,2,3108219.1,1,30978,1982592,1,30978,1938913020,0,0,6,185868,62296758,0,0,1,30978,32279076,128125008,28995408,0,0,2,61956,959636484,4096,medium,many,4903580.0811871225,48730.85585585586,100.33633869197496,4.923076923076923
23763,94,0,1,99,83447,8,8,2004,0,0,9676,8321,539,1,9,2384035.4,0,0,2233722,1,23763,1982951061,7,166341,7,166341,47621052,0,0,0,0,229930788,197731923,12808257,1,23763,9,213867,564680169,8836,small,many,5082120.242898551,51362.767676767675,100.32552287169128,0.9494949494949495
55757,6,0,1,51,19826,9,10,2020,0,0,8020,4350,339,1,9,5578966.0,0,0,334542,1,55757,1105438282,8,446056,9,501813,112629140,0,0,0,0,447171140,242542950,18901623,1,55757,9,501813,3108843049,36,large,many,4954626.623069207,50398.18823529412,100.05857560485678,0.11764705882352941
85107,97,0,0,24,33269,8,5,1999,0,0,6398,9519,115,0,7,8512331.9,0,0,8255379,0,0,2831424783,7,595749,4,340428,170128893,0,0,0,0,544514586,810133533,9787305,0,0,7,595749,7243201449,9409,xlarge,moderate,5082120.242898551,47977.98165137615,100.01917468598353,4.041666666666667
58297,91,0,1,1,40305,4,4,1999,0,0,9958,3361,247,0,0,5833422.9,0,0,5305027,1,58297,2349660585,3,174891,3,174891,116535703,0,0,0,0,580521526,195936217,14399359,0,0,0,0,3398540209,8281,large,moderate,4932944.709190809,47260.33644859813,100.06386091908675,91.0
53952,10,0,0,72,14561,10,1,1999,1,0,4149,4757,157,0,6,5403227.9,0,0,539520,0,0,785595072,9,485568,0,0,107850048,1,53952,0,0,223846848,256649664,8470464,0,0,6,323712,2910818304,100,large,few,4978566.710358566,50025.61320754717,100.14879707888494,0.1388888888888889
50401,60,0,1,55,23900,5,5,2003,0,0,72,1856,443,0,5,5046874.3,0,0,3024060,1,50401,1204583900,4,201604,4,201604,100953203,0,0,0,0,3628872,93544256,22327643,0,0,5,252005,2540260801,3600,large,moderate,5059792.208050436,54909.31304347826,100.13440804745937,1.0909090909090908
58451,45,1,0,22,15269,1,1,1993,1,1,728,5530,861,1,2,5849635.3,1,58451,2630295,0,0,892488319,0,0,0,0,116492843,1,58451,1,58451,42552328,323234030,50326311,1,58451,2,116902,3416519401,2025,large,few,4903580.0811871225,55223.88181818182,100.07759148688645,2.0454545454545454
25625,69,0,0,84,21148,8,6,2019,1,0,5174,5117,379,0,6,2568173.9,0,0,1768125,0,0,541917500,7,179375,5,128125,51736875,1,25625,0,0,132583750,131123125,9711875,0,0,6,153750,656640625,4761,medium,many,5082120.242898551,48545.50505050505,100.22142048780488,0.8214285714285714
4771,56,1,0,12,34514,9,4,2011,1,0,4590,4074,347,0,10,480525.1,1,4771,267176,0,0,164666294,8,38168,3,14313,9594481,1,4771,0,0,21898890,19437054,1655537,0,0,10,47710,22762441,3136,small,moderate,4954626.623069207,49585.644230769234,100.7178998113603,4.666666666666667
4798,100,0,0,20,35281,2,8,2005,0,0,575,1391,604,0,6,481620.5,0,0,479800,0,0,169278238,1,4798,7,33586,9619990,0,0,0,0,2758850,6674018,2897992,0,0,6,28788,23020804,10000,small,many,4931873.412525252,45976.19298245614,100.3794289287203,5.0
90700,80,1,1,78,4359,6,9,2006,1,1,3926,3187,396,1,6,9080106.6,1,90700,7256000,1,90700,395361300,5,453500,8,725600,181944200,1,90700,1,90700,356088200,289060900,35917200,1,90700,6,544200,8226490000,6400,xlarge,many,4990101.053989638,50473.64772727273,100.1114288864388,1.0256410256410255
84267,93,1,0,81,62432,8,7,2000,0,0,3597,4968,218,1,7,8433371.0,1,84267,7836831,0,0,5260957344,7,589869,6,505602,168534000,0,0,0,0,303108399,418638456,18370206,1,84267,7,589869,7100927289,8649,xlarge,many,5082120.242898551,45975.0,100.07916503494843,1.1481481481481481
56505,28,0,0,10,14278,4,1,2003,0,0,6492,4926,859,1,1,5651670.3,0,0,1582140,0,0,806778390,3,169515,0,0,113179515,0,0,0,0,366830460,278343630,48537795,1,56505,1,56505,3192815025,784,large,few,4932944.709190809,49761.75,100.02071144146535,2.8
21976,55,1,0,97,56352,6,2,2008,0,1,9374,218,777,1,3,2206738.8,1,21976,1208680,0,0,1238391552,5,109880,1,21976,44127808,0,0,1,21976,206003024,4790768,17075352,1,21976,3,65928,482944576,3025,small,few,4990101.053989638,58222.87155963303,100.41585365853658,0.5670103092783505
83083,68,0,1,19,84292,1,6,2015,1,0,3582,1698,438,0,5,8313069.5,0,0,5649644,1,83083,7003232236,0,0,5,415415,167412245,1,83083,0,0,297603306,141074934,36390354,0,0,5,415415,6902784889,4624,xlarge,many,4903580.0811871225,51759.07142857143,100.05740644897271,3.5789473684210527
60396,100,1,1,81,92255,7,9,2012,1,1,5943,7937,950,1,1,6047863.2,1,60396,6039600,1,60396,5571832980,6,362376,8,483168,121516752,1,60396,1,60396,358933428,479363052,57376200,1,60396,1,60396,3647676816,10000,large,many,5069664.609451219,45976.19298245614,100.13681700774886,1.2345679012345678
42211,62,1,1,94,78256,2,3,2008,0,0,3897,9238,811,1,0,4230896.8,1,42211,2617082,1,42211,3303264016,1,42211,2,84422,84759688,0,0,0,0,164496267,389945218,34233121,1,42211,0,0,1781768521,3844,medium,moderate,4931873.412525252,49971.87209302326,100.23209116107175,0.6595744680851063
43843,28,0,1,99,13465,2,5,1990,1,1,7431,2814,844,1,0,4389604.0,0,0,1227604,1,43843,590345995,1,43843,4,175372,87247570,1,43843,1,43843,325797333,123374202,37003492,1,43843,0,0,1922208649,784,medium,moderate,4931873.412525252,49761.75,100.12097712291586,0.2828282828282828
53501,80,0,0,68,9423,1,9,1993,1,0,8976,9112,555,1,10,5351569.3,0,0,4280080,0,0,504139923,0,0,8,428008,106627493,1,53501,0,0,480224976,487501112,29693055,1,53501,10,535010,2862357001,6400,large,many,4903580.0811871225,50473.64772727273,100.02746303807405,1.1764705882352942
95623,52,0,0,11,80499,8,1,2020,0,1,532,2052,117,0,7,9564202.0,0,0,4972396,0,0,7697555877,7,669361,0,0,193158460,0,0,1,95623,50871436,196218396,11187891,0,0,7,669361,9143758129,2704,xlarge,few,5082120.242898551,52544.26373626374,100.01989061209123,4.7272727272727275
72619,4,1,0,6,65180,1,1,2008,0,1,1754,3173,540,1,9,7266754.8,1,72619,290476,0,0,4733306420,0,0,0,0,145818952,0,0,1,72619,127373726,230420087,39214260,1,72619,9,653571,5273519161,16,large,few,4903580.0811871225,46486.458333333336,100.06685302744461,0.6666666666666666
464,16,0,1,53,84350,5,10,2006,1,1,5816,8915,830,1,5,52352.6,0,0,7424,1,464,39138400,4,1856,9,4176,930784,1,464,1,464,2698624,4136560,385120,1,464,5,2320,215296,256,small,many,5059792.208050436,49636.40909090909,112.82887931034483,0.3018867924528302
45803,17,0,1,21,3710,6,7,1997,0,0,1749,9521,444,0,2,4583642.7,0,0,778651,1,45803,169929130,5,229015,6,274818,91468591,0,0,0,0,80109447,436090363,20336532,0,0,2,91606,2097914809,289,medium,many,4990101.053989638,45905.11235955056,100.07297993581207,0.8095238095238095
62570,52,1,0,83,51442,9,5,2015,1,1,3088,7256,786,1,4,6265526.5,1,62570,3253640,0,0,3218725940,8,500560,4,250280,126078550,1,62570,1,62570,193216160,454007920,49180020,1,62570,4,250280,3915004900,2704,large,moderate,4954626.623069207,52544.26373626374,100.13627137605882,0.6265060240963856
99636,59,0,0,10,28387,4,9,2004,0,0,3610,950,553,0,8,9964270.4,0,0,5878524,0,0,2828367132,3,298908,8,797088,199670544,0,0,0,0,359685960,94654200,55098708,0,0,8,797088,9927332496,3481,xlarge,many,4932944.709190809,47698.41176470588,100.00672849170982,5.9
32328,27,1,1,39,5499,2,3,1999,1,0,7386,8846,266,1,1,3238634.9,1,32328,872856,1,32328,177771672,1,32328,2,64656,64623672,1,32328,0,0,238774608,285973488,8599248,1,32328,1,32328,1045099584,729,medium,moderate,4931873.412525252,51485.321100917434,100.18049059638703,0.6923076923076923
5478,87,0,1,89,7884,9,5,1996,0,0,8798,1538,440,1,0,558369.6,0,0,476586,1,5478,43188552,8,43824,4,21912,10934088,0,0,0,0,48195444,8425164,2410320,1,5478,0,0,30008484,7569,small,moderate,4954626.623069207,50266.5462962963,101.92946330777656,0.9775280898876404
64550,89,1,1,68,4708,7,2,2019,0,0,1945,8269,495,0,10,6465184.9,1,64550,5744950,1,64550,303901400,6,387300,1,64550,130326450,0,0,0,0,125549750,533763950,31952250,0,0,10,645500,4166702500,7921,large,few,5069664.609451219,54611.11111111111,100.15778311386522,1.3088235294117647
24055,32,0,1,81,18804,5,6,2018,1,1,5640,7433,818,0,6,2418314.8,0,0,769760,1,24055,452330220,4,96220,5,120275,48542990,1,24055,1,24055,135670200,178800815,19676990,0,0,6,144330,578643025,1024,small,many,5059792.208050436,53083.895833333336,100.53272916233631,0.3950617283950617
59003,52,0,1,63,6558,2,8,1999,0,0,3534,7930,912,0,7,5908014.9,0,0,3068156,1,59003,386941674,1,59003,7,413021,117946997,0,0,0,0,208516602,467893790,53810736,0,0,7,413021,3481354009,2704,large,many,4931873.412525252,52544.26373626374,100.13075436842195,0.8253968253968254
69554,27,1,1,89,15443,6,8,2014,0,0,6903,8501,420,1,6,6965658.4,1,69554,1877958,1,69554,1074122422,5,347770,7,486878,140081756,0,0,0,0,480131262,591278554,29212680,1,69554,6,417324,4837758916,729,large,many,4990101.053989638,51485.321100917434,100.14748828248555,0.30337078651685395
33717,6,1,0,8,89757,10,2,2000,1,0,1859,4641,425,0,6,3377117.0,1,33717,202302,0,0,3026336769,9,303453,1,33717,67434000,1,33717,0,0,62679903,156480597,14329725,0,0,6,202302,1136836089,36,medium,few,4978566.710358566,50398.18823529412,100.16066079425809,0.75
29810,60,0,1,61,42527,8,8,2008,0,0,3429,2817,837,0,10,2990007.8,0,0,1788600,1,29810,1267729870,7,208670,7,208670,59858480,0,0,0,0,102218490,83974770,24950970,0,0,10,298100,888636100,3600,medium,many,5082120.242898551,54909.31304347826,100.30217376719222,0.9836065573770492
83596,63,0,0,28,4711,1,7,1993,1,1,9426,416,785,1,9,8361285.3,0,0,5266548,0,0,393820756,0,0,6,501576,166606828,1,83596,1,83596,787975896,34775936,65622860,1,83596,9,752364,6988291216,3969,xlarge,many,4903580.0811871225,51796.86915887851,100.02016005550504,2.25
23324,91,0,1,44,87494,4,10,1998,1,0,2303,1125,765,1,4,2340035.8,0,0,2122484,1,23324,2040710056,3,69972,9,209916,46601352,1,23324,0,0,53715172,26239500,17842860,1,23324,4,93296,544008976,8281,small,many,4932944.709190809,47260.33644859813,100.32737952323785,2.0681818181818183
58812,15,0,1,34,21334,3,1,2018,0,0,5235,7659,223,1,7,5888584.8,0,0,882180,1,58812,1254695208,2,117624,0,0,118682616,0,0,0,0,307880820,450441108,13115076,1,58812,7,411684,3458851344,225,large,few,5026028.922322322,50661.854545454546,100.12556621097735,0.4411764705882353
5268,100,0,0,59,78219,7,2,1992,1,1,4593,3624,959,0,7,529991.2,0,0,526800,0,0,412057692,6,31608,1,5268,10493856,1,5268,1,5268,24195924,19091232,5052012,0,0,7,36876,27751824,10000,small,few,5069664.609451219,45976.19298245614,100.6057706909643,1.694915254237288
57700,37,1,1,18,76900,10,7,2011,1,1,3905,3768,515,0,0,5779465.1,1,57700,2134900,1,57700,4437130000,9,519300,6,346200,116034700,1,57700,1,57700,225318500,217413600,29715500,0,0,0,0,3329290000,1369,large,many,4978566.710358566,51394.142857142855,100.16403986135181,2.0555555555555554
44847,13,1,1,60,20388,9,7,2012,0,0,7381,3335,669,1,2,4490655.2,1,44847,583011,1,44847,914340636,8,358776,6,269082,90232164,0,0,0,0,331015707,149564745,30002643,1,44847,2,89694,2011253409,169,medium,many,4954626.623069207,48462.666666666664,100.13278926126608,0.21666666666666667
70820,52,1,1,30,14076,9,10,2006,0,1,2090,4566,867,0,2,7093917.6,1,70820,3682640,1,70820,996862320,8,566560,9,637380,142064920,0,0,1,70820,148013800,323364120,61400940,0,0,2,141640,5015472400,2704,large,many,4954626.623069207,52544.26373626374,100.16828014685116,1.7333333333333334
52890,87,1,0,15,27481,8,6,1990,0,1,3533,5286,683,1,0,5291984.0,1,52890,4601430,0,0,1453470090,7,370230,5,264450,105251100,0,0,1,52890,186860370,279576540,36123870,1,52890,0,0,2797352100,7569,large,many,5082120.242898551,50266.5462962963,100.05641898279448,5.8
80352,21,0,1,5,8170,9,1,2019,0,0,8708,53,464,1,3,8039036.9,0,0,1687392,1,80352,656475840,8,642816,0,0,162230688,0,0,0,0,699705216,4258656,37283328,1,80352,3,241056,6456443904,441,xlarge,few,4954626.623069207,49824.221153846156,100.04775114496218,4.2
1006,63,1,1,53,62458,2,7,2008,1,1,9015,5487,841,1,1,111551.8,1,1006,63378,1,1006,62832748,1,1006,6,6036,2020048,1,1006,1,1006,9069090,5519922,846046,1,1006,1,1006,1012036,3969,small,many,4931873.412525252,51796.86915887851,110.88648111332009,1.1886792452830188
32267,37,1,1,36,87970,8,2,1991,1,1,1537,6433,882,1,5,3235512.1,1,32267,1193879,1,32267,2838527990,7,225869,1,32267,64243597,1,32267,1,32267,49594379,207573611,28459494,1,32267,5,161335,1041159289,1369,medium,few,5082120.242898551,51394.142857142855,100.27309945145196,1.0277777777777777
80313,95,1,0,17,10992,8,4,2003,1,0,4325,917,593,1,5,8035508.3,1,80313,7629735,0,0,882800496,7,562191,3,240939,160866939,1,80313,0,0,347353725,73647021,47625609,1,80313,5,401565,6450177969,9025,xlarge,moderate,5082120.242898551,52252.58585858586,100.05239873993003,5.588235294117647
71588,96,1,1,95,14068,4,4,1992,0,0,3945,9033,921,1,4,7167821.2,1,71588,6872448,1,71588,1007099984,3,214764,3,214764,142603296,0,0,0,0,282414660,646654404,65932548,1,71588,4,286352,5124841744,9216,large,moderate,4932944.709190809,48098.66346153846,100.1260155333296,1.0105263157894737
9089,43,0,0,58,9934,8,8,1997,0,1,1166,6357,151,1,0,914629.7,0,0,390827,0,0,90290126,7,63623,7,63623,18150733,0,0,1,9089,10597774,57778773,1372439,1,9089,0,0,82609921,1849,small,many,5082120.242898551,50215.08181818182,100.63039938387061,0.7413793103448276
28121,32,1,1,93,11620,7,6,1991,0,1,1144,1721,857,1,6,2820497.1,1,28121,899872,1,28121,326766020,6,168726,5,140605,55988911,0,0,1,28121,32170424,48396241,24099697,1,28121,6,168726,790790641,1024,medium,many,5069664.609451219,53083.895833333336,100.29860602396786,0.34408602150537637
21272,4,1,0,72,2291,6,7,2001,0,1,3521,7707,457,0,9,2137497.1,1,21272,85088,0,0,48734152,5,106360,6,127632,42565272,0,0,1,21272,74898712,163943304,9721304,0,0,9,191448,452497984,16,small,many,4990101.053989638,46486.458333333336,100.48406825874389,0.05555555555555555
87964,74,1,1,68,63936,5,7,1999,0,1,799,9190,624,0,3,8803574.9,1,87964,6509336,1,87964,5624066304,4,351856,6,527784,175840036,0,0,1,87964,70283236,808389160,54889536,0,0,3,263892,7737665296,5476,xlarge,many,5059792.208050436,53212.93518518518,100.08156632258651,1.088235294117647
47902,36,1,0,71,92814,8,9,2021,1,1,5234,8529,541,1,4,4803026.1,1,47902,1724472,0,0,4445976228,7,335314,8,383216,96809942,1,47902,1,47902,250719068,408556158,25914982,1,47902,4,191608,2294601604,1296,medium,many,5082120.242898551,51370.21782178218,100.26775708738674,0.5070422535211268
89280,63,0,0,11,90567,8,8,2020,1,1,7274,7335,465,1,9,8929255.0,0,0,5624640,0,0,8085821760,7,624960,7,624960,180345600,1,89280,1,89280,649422720,654868800,41515200,1,89280,9,803520,7970918400,3969,xlarge,many,5082120.242898551,51796.86915887851,100.01405689964157,5.7272727272727275
67795,100,1,0,80,55743,4,2,1994,0,0,7282,6516,635,0,1,6785447.4,1,67795,6779500,0,0,3779096685,3,203385,1,67795,135183230,0,0,0,0,493683190,441752220,43049825,0,0,1,67795,4596162025,10000,large,few,4932944.709190809,45976.19298245614,100.08772623349805,1.25
22323,33,0,1,67,74635,8,3,1996,0,0,126,3171,449,0,5,2240559.6,0,0,736659,1,22323,1666077105,7,156261,2,44646,44556708,0,0,0,0,2812698,70786233,10023027,0,0,5,111615,498316329,1089,small,moderate,5082120.242898551,44081.009345794395,100.37000403171618,0.4925373134328358
60037,64,1,0,54,62222,5,5,2010,0,0,7471,7599,648,1,8,6009861.0,1,60037,3842368,0,0,3735622214,4,240148,4,240148,120674370,0,0,0,0,448536427,456221163,38903976,1,60037,8,480296,3604441369,4096,large,moderate,5059792.208050436,48730.85585585586,100.10262005096857,1.1851851851851851
27113,22,1,0,19,71247,1,3,1996,1,1,3856,4186,765,1,4,2714670.6,1,27113,596486,0,0,1931719911,0,0,2,54226,54117548,1,27113,1,27113,104547728,113495018,20741445,1,27113,4,108452,735114769,484,medium,moderate,4903580.0811871225,53087.0,100.12431674842327,1.1578947368421053
70898,15,0,1,36,45160,7,6,2008,1,1,6794,7842,671,0,4,7092877.8,0,0,1063470,1,70898,3201753680,6,425388,5,354490,142363184,1,70898,1,70898,481681012,555982116,47572558,0,0,4,283592,5026526404,225,large,many,5069664.609451219,50661.854545454546,100.04341166182402,0.4166666666666667
10298,1,1,1,7,26666,7,9,2011,0,0,7284,5113,557,0,7,1036741.1,1,10298,10298,1,10298,274606468,6,61788,8,82384,20709278,0,0,0,0,75010632,52653674,5735986,0,0,7,72086,106048804,1,small,many,5069664.609451219,45219.70114942529,100.67402408234608,0.14285714285714285
51130,95,1,0,87,50655,9,6,1994,0,0,4977,1669,682,0,3,5125465.4,1,51130,4857350,0,0,2589990150,8,409040,5,255650,101953220,0,0,0,0,254474010,85335970,34870660,0,0,3,153390,2614276900,9025,large,many,4954626.623069207,52252.58585858586,100.243798161549,1.0919540229885059
10785,19,0,0,73,94507,1,9,2008,0,0,9433,4180,487,0,0,1079918.8,0,0,204915,0,0,1019257995,0,0,8,86280,21656280,0,0,0,0,101734905,45081300,5252295,0,0,0,0,116316225,361,small,many,4903580.0811871225,52308.17307692308,100.13155308298563,0.2602739726027397
65068,30,0,0,2,73196,1,10,1991,1,1,345,7298,895,1,8,6507541.1,0,0,1952040,0,0,4762717328,0,0,9,585612,129550388,1,65068,1,65068,22448460,474866264,58235860,1,65068,8,520544,4233844624,900,large,many,4903580.0811871225,52962.299065420564,100.01138962316345,15.0
93713,20,0,1,45,61739,1,9,2003,0,0,6513,9708,807,0,8,9378060.3,0,0,1874260,1,93713,5785746907,0,0,8,749704,187707139,0,0,0,0,610352769,909765804,75626391,0,0,8,749704,8782126369,400,xlarge,many,4903580.0811871225,52691.75257731959,100.07213833726378,0.4444444444444444
